"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Wisconsin"	"55"	"2005"	"2005"	265521
	"Wisconsin"	"55"	"2006"	"2006"	280661
	"Wisconsin"	"55"	"2007"	"2007"	296250
	"Wisconsin"	"55"	"2008"	"2008"	310916
	"Wisconsin"	"55"	"2009"	"2009"	325679
	"Wisconsin"	"55"	"2010"	"2010"	337886
	"Wisconsin"	"55"	"2011"	"2011"	346141
	"Wisconsin"	"55"	"2012"	"2012"	355050
	"Wisconsin"	"55"	"2013"	"2013"	363091
	"Wisconsin"	"55"	"2014"	"2014"	370750
	"Wisconsin"	"55"	"2015"	"2015"	379053
	"Wisconsin"	"55"	"2016"	"2016"	388633
	"Wisconsin"	"55"	"2017"	"2017"	398244
	"Wisconsin"	"55"	"2018"	"2018"	410486
	"Wisconsin"	"55"	"2019"	"2019"	418289
	"Wisconsin"	"55"	"2020"	"2020"	425753
	"Wyoming"	"56"	"1990"	"1990"	25524
	"Wyoming"	"56"	"1991"	"1991"	26154
	"Wyoming"	"56"	"1992"	"1992"	26433
	"Wyoming"	"56"	"1993"	"1993"	27065
	"Wyoming"	"56"	"1994"	"1994"	27501
	"Wyoming"	"56"	"1995"	"1995"	27812
	"Wyoming"	"56"	"1996"	"1996"	27954
	"Wyoming"	"56"	"1997"	"1997"	29021
	"Wyoming"	"56"	"1998"	"1998"	29780
	"Wyoming"	"56"	"1999"	"1999"	30346
	"Wyoming"	"56"	"2000"	"2000"	31999
	"Wyoming"	"56"	"2001"	"2001"	32956
	"Wyoming"	"56"	"2002"	"2002"	34254
	"Wyoming"	"56"	"2003"	"2003"	35424
	"Wyoming"	"56"	"2004"	"2004"	37001
	"Wyoming"	"56"	"2005"	"2005"	38578
	"Wyoming"	"56"	"2006"	"2006"	40433
	"Wyoming"	"56"	"2007"	"2007"	43022
	"Wyoming"	"56"	"2008"	"2008"	45949
	"Wyoming"	"56"	"2009"	"2009"	48769
	"Wyoming"	"56"	"2010"	"2010"	50528
	"Wyoming"	"56"	"2011"	"2011"	51599
	"Wyoming"	"56"	"2012"	"2012"	54182
	"Wyoming"	"56"	"2013"	"2013"	55554
	"Wyoming"	"56"	"2014"	"2014"	56426
	"Wyoming"	"56"	"2015"	"2015"	57415
	"Wyoming"	"56"	"2016"	"2016"	58206
	"Wyoming"	"56"	"2017"	"2017"	58246
	"Wyoming"	"56"	"2018"	"2018"	58741
	"Wyoming"	"56"	"2019"	"2019"	59515
	"Wyoming"	"56"	"2020"	"2020"	60279
"---"
"Dataset: Bridged-Race Population Estimates 1990-2020"
"Query Parameters:"
"Ethnicity: Hispanic or Latino"
"Group By: State; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"Data Table: State Level"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Jan 14, 2022 10:52:55 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2020 (2010-2020) postcensal population estimates (released by NCHS on"
"9/22/2021). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2020.html on Jan 14, 2022"
"10:52:55 AM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2020 are"
"bridged-race Vintage 2020 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
