state,year,numEvent,numRecords,numIDTheft,numFraud,numEventOCR,numRecordsOCR,treatment,treatmentYear,stateid,logID,lnFraud
WI,2018,4,6159,3731,28952,7,271060,0,,49,8.2247,10.273429
WI,2019,1,3657,5023,31610,7,153809,0,,49,8.5219812,10.36126
WV,2005,0,0,677,1849,0,0,0,2014,50,6.5191474,7.5229411
WV,2006,2,0,715,2058,0,0,0,2014,50,6.5736804,7.6299758
WV,2007,3,200000,733,2761,0,0,0,2014,50,6.5985088,7.9237103
WV,2008,2,733,857,3713,0,0,0,2014,50,6.7546039,8.2198648
WV,2009,2,11000,841,4268,0,0,0,2014,50,6.7357802,8.3591347
WV,2010,1,53,750,4249,0,0,0,2014,50,6.6214056,8.3546743
WV,2011,8,38306,731,5987,4,18638,0,2014,50,6.5957804,8.6975126
WV,2012,3,49848,1002,731,1,2905,0,2014,50,6.9107509,6.5957804
WV,2013,1,948,1124,6993,1,948,0,2014,50,7.0255384,8.852808
WV,2014,0,0,1136,8634,0,0,1,2014,50,7.0361485,9.0635786
WV,2015,0,0,1474,8240,0,0,1,2014,50,7.2964134,9.0168772
WV,2016,0,0,1093,9948,0,0,1,2014,50,6.9975958,9.2052269
WV,2017,4,59492,1000,6586,4,59492,1,2014,50,6.9087548,8.7928534
WV,2018,2,1824,1051,10134,1,670,1,2014,50,6.9584484,9.2237501
WV,2019,2,6282,1061,10190,3,7156,1,2014,50,6.9679093,9.2292604
WY,2005,0,0,224,679,0,0,0,,51,5.4161005,6.5220928
WY,2006,0,0,218,657,0,0,0,,51,5.3890719,6.4892049
WY,2007,0,0,224,922,0,0,0,,51,5.4161005,6.8276291
WY,2008,0,0,249,1396,0,0,0,,51,5.521461,7.2420826
WY,2009,1,1325,268,1663,0,0,0,,51,5.5947113,7.4169798
WY,2010,3,23023,290,1652,1,9023,0,,51,5.6733232,7.410347
WY,2011,2,30000,280,2276,1,15000,0,,51,5.6383548,7.7306142
WY,2012,0,0,318,280,0,0,0,,51,5.7651911,5.6383548
WY,2013,3,26570,289,2100,3,26570,0,,51,5.6698809,7.6501689
WY,2014,1,1607,287,2968,1,1607,0,,51,5.6629605,7.9959803
WY,2015,0,0,566,2435,0,0,0,,51,6.3403592,7.7981124
WY,2016,2,6368,437,2437,1,3184,0,,51,6.0822191,7.7989335
WY,2017,1,0,389,1712,0,0,0,,51,5.9661469,7.4460015
WY,2018,2,5083,338,2647,2,5083,0,,51,5.8260002,7.8815598
WY,2019,1,2154,319,2778,2,19703,0,,51,5.768321,7.9298463
